gpu,dtype,m,k,n,time(us),mem_clk_freq,graph_clk_freq,avg_power(W),avg_energy(uJ)
B200-SXM-192GB,half,1,1,3,4,3996,1965,234.3285,937.314
B200-SXM-192GB,half,1,1,20,6,3996,1965,246.7015,1480.209
B200-SXM-192GB,half,1,1,37,5,3996,1965,255.09750000000005,1275.4875000000002
B200-SXM-192GB,half,1,1,54,6,3996,1965,256.1613333333333,1536.9679999999998
B200-SXM-192GB,half,1,1,71,5,3996,1965,256.137,1280.685
B200-SXM-192GB,half,1,1,88,5,3996,1965,256.14,1280.6999999999998
B200-SXM-192GB,half,1,1,105,5,3996,1965,256.12466666666666,1280.6233333333332
B200-SXM-192GB,half,1,1,122,8,3996,1965,256.13300000000004,2049.0640000000003
B200-SXM-192GB,half,1,1,1536,5,3996,1965,256.1505,1280.7524999999998
B200-SXM-192GB,half,1,1,3712,5,3996,1965,256.218,1281.09
B200-SXM-192GB,half,1,1,5888,5,3996,1965,256.20533333333333,1281.0266666666666
B200-SXM-192GB,half,1,1,8064,5,3996,1965,256.2475,1281.2375
B200-SXM-192GB,half,1,1,10240,5,3996,1965,256.24566666666664,1281.2283333333332
B200-SXM-192GB,half,1,1,12416,5,3996,1965,256.2473333333333,1281.2366666666665
B200-SXM-192GB,half,1,1,14592,5,3996,1965,256.289,1281.445
B200-SXM-192GB,half,1,1,16768,7,3996,1965,256.2945,1794.0614999999998
B200-SXM-192GB,half,1,1,18944,5,3996,1965,256.283,1281.415
B200-SXM-192GB,half,1,1,21120,5,3996,1965,256.3515,1281.7575
B200-SXM-192GB,half,1,1,23296,5,3996,1965,256.3965,1281.9825
B200-SXM-192GB,half,1,1,25472,5,3996,1965,256.35066666666665,1281.753333333333
B200-SXM-192GB,half,1,1,27648,5,3996,1965,256.319,1281.595
B200-SXM-192GB,half,1,1,29824,5,3996,1965,256.367,1281.835
B200-SXM-192GB,half,1,1,32000,6,3996,1965,256.2735,1537.641
B200-SXM-192GB,half,1,1,34176,5,3996,1965,256.25750000000005,1281.2875000000004
B200-SXM-192GB,half,1,1,36352,5,3996,1965,256.2305,1281.1525
B200-SXM-192GB,half,1,1,38528,4,3996,1965,256.19550000000004,1024.7820000000002
B200-SXM-192GB,half,1,1,40704,5,3996,1965,256.14933333333335,1280.746666666667
B200-SXM-192GB,half,1,1,42880,5,3996,1965,256.1406666666667,1280.7033333333334
B200-SXM-192GB,half,1,1,45056,5,3996,1965,256.11333333333334,1280.5666666666666
B200-SXM-192GB,half,1,1,47232,5,3996,1965,256.159,1280.795
B200-SXM-192GB,half,1,1,49408,5,3996,1965,256.20133333333337,1281.006666666667
B200-SXM-192GB,half,1,1,51584,5,3996,1965,256.208,1281.0400000000002
B200-SXM-192GB,half,1,1,53760,5,3996,1965,256.22,1281.1
B200-SXM-192GB,half,1,1,55936,5,3996,1965,256.244,1281.2199999999998
B200-SXM-192GB,half,1,1,58112,6,3996,1965,256.2565,1537.5390000000002
B200-SXM-192GB,half,1,1,60288,5,3996,1965,256.2705,1281.3525
B200-SXM-192GB,half,1,1,62464,5,3996,1965,256.334,1281.67
B200-SXM-192GB,half,1,1,64640,5,3996,1965,256.36,1281.8000000000002
B200-SXM-192GB,half,1,2,3,5,3996,1965,256.3703333333333,1281.8516666666667
B200-SXM-192GB,half,1,2,20,5,3996,1965,256.32200000000006,1281.6100000000004
B200-SXM-192GB,half,1,2,37,5,3996,1965,256.2405,1281.2025
B200-SXM-192GB,half,1,2,54,5,3996,1965,256.18333333333334,1280.9166666666667
B200-SXM-192GB,half,1,2,71,4,3996,1965,256.163,1024.652
B200-SXM-192GB,half,1,2,88,5,3996,1965,256.205,1281.025
B200-SXM-192GB,half,1,2,105,4,3996,1965,256.209,1024.836
B200-SXM-192GB,half,1,2,122,5,3996,1965,256.25,1281.25
B200-SXM-192GB,half,1,2,1536,5,3996,1965,256.293,1281.465
B200-SXM-192GB,half,1,2,3712,5,3996,1965,256.281,1281.405
B200-SXM-192GB,half,1,2,5888,5,3996,1965,256.281,1281.405
B200-SXM-192GB,half,1,2,8064,5,3996,1965,256.273,1281.3650000000002
B200-SXM-192GB,half,1,2,10240,5,3996,1965,256.272,1281.36
B200-SXM-192GB,half,1,2,12416,5,3996,1965,256.2936666666667,1281.4683333333337
B200-SXM-192GB,half,1,2,14592,4,3996,1965,256.298,1025.192
B200-SXM-192GB,half,1,2,16768,5,3996,1965,256.324,1281.62
B200-SXM-192GB,half,1,2,18944,4,3996,1965,256.362,1025.448
B200-SXM-192GB,half,1,2,21120,5,3996,1965,256.388,1281.9399999999998
B200-SXM-192GB,half,1,2,23296,5,3996,1965,256.389,1281.9450000000002
B200-SXM-192GB,half,1,2,25472,5,3996,1965,256.388,1281.9399999999998
B200-SXM-192GB,half,1,2,27648,5,3996,1965,256.38000000000005,1281.9000000000003
B200-SXM-192GB,half,1,2,29824,6,3996,1965,256.38800000000003,1538.3280000000002
B200-SXM-192GB,half,1,2,32000,6,3996,1965,256.388,1538.328
B200-SXM-192GB,half,1,2,34176,6,3996,1965,256.401,1538.406
B200-SXM-192GB,half,1,2,36352,4,3996,1965,256.426,1025.704
B200-SXM-192GB,half,1,2,38528,7,3996,1965,256.48566666666665,1795.3996666666665
B200-SXM-192GB,half,1,2,40704,6,3996,1965,256.469,1538.814
B200-SXM-192GB,half,1,2,42880,6,3996,1965,256.46000000000004,1538.7600000000002
B200-SXM-192GB,half,1,2,45056,5,3996,1965,256.47,1282.35
B200-SXM-192GB,half,1,2,47232,6,3996,1965,256.4195,1538.5169999999998
B200-SXM-192GB,half,1,2,49408,6,3996,1965,256.405,1538.4299999999998
B200-SXM-192GB,half,1,2,51584,5,3996,1965,256.396,1281.98
B200-SXM-192GB,half,1,2,53760,5,3996,1965,256.42533333333336,1282.1266666666668
B200-SXM-192GB,half,1,2,55936,7,3996,1965,256.439,1795.073
B200-SXM-192GB,half,1,2,58112,7,3996,1965,256.4815,1795.3705
B200-SXM-192GB,half,1,2,60288,6,3996,1965,256.4935,1538.9609999999998
B200-SXM-192GB,half,1,2,62464,5,3996,1965,256.536,1282.68
B200-SXM-192GB,half,1,2,64640,6,3996,1965,256.558,1539.348
B200-SXM-192GB,half,1,4,3,5,3996,1965,256.6,1283.0
B200-SXM-192GB,half,1,4,20,6,3996,1965,256.568,1539.408
B200-SXM-192GB,half,1,4,37,5,3996,1965,256.594,1282.97
B200-SXM-192GB,half,1,4,54,5,3996,1965,256.538,1282.69
B200-SXM-192GB,half,1,4,71,5,3996,1965,256.511,1282.5549999999998
B200-SXM-192GB,half,1,4,88,4,3996,1965,256.53400000000005,1026.1360000000002
B200-SXM-192GB,half,1,4,105,4,3996,1965,256.512,1026.048
B200-SXM-192GB,half,1,4,122,5,3996,1965,256.524,1282.62
B200-SXM-192GB,half,1,4,1536,5,3996,1965,256.554,1282.77
B200-SXM-192GB,half,1,4,3712,5,3996,1965,256.633,1283.165
B200-SXM-192GB,half,1,4,5888,5,3996,1965,256.613,1283.065
B200-SXM-192GB,half,1,4,8064,5,3996,1965,256.667,1283.3349999999998
B200-SXM-192GB,half,1,4,10240,5,3996,1965,256.692,1283.46
B200-SXM-192GB,half,1,4,12416,5,3996,1965,256.723,1283.615
B200-SXM-192GB,half,1,4,14592,5,3996,1965,256.67633333333333,1283.381666666667
B200-SXM-192GB,half,1,4,16768,5,3996,1965,256.682,1283.41
B200-SXM-192GB,half,1,4,18944,4,3996,1965,256.7205,1026.882
B200-SXM-192GB,half,1,4,21120,5,3996,1965,256.707,1283.535
B200-SXM-192GB,half,1,4,23296,4,3996,1965,256.719,1026.876
B200-SXM-192GB,half,1,4,25472,5,3996,1965,256.7315,1283.6574999999998
B200-SXM-192GB,half,1,4,27648,5,3996,1965,256.736,1283.6799999999998
B200-SXM-192GB,half,1,4,29824,5,3996,1965,256.733,1283.665
B200-SXM-192GB,half,1,4,32000,5,3996,1965,256.79633333333334,1283.9816666666666
B200-SXM-192GB,half,1,4,34176,5,3996,1965,256.78,1283.9
B200-SXM-192GB,half,1,4,36352,4,3996,1965,256.8376666666666,1027.3506666666665
B200-SXM-192GB,half,1,4,38528,4,3996,1965,256.831,1027.324
B200-SXM-192GB,half,1,4,40704,4,3996,1965,256.828,1027.312
B200-SXM-192GB,half,1,4,42880,5,3996,1965,256.848,1284.24
B200-SXM-192GB,half,1,4,45056,7,3996,1965,256.792,1797.544
B200-SXM-192GB,half,1,4,47232,5,3996,1965,256.7923333333333,1283.9616666666666
B200-SXM-192GB,half,1,4,49408,6,3996,1965,256.81100000000004,1540.8660000000002
B200-SXM-192GB,half,1,4,51584,5,3996,1965,256.801,1284.005
B200-SXM-192GB,half,1,4,53760,5,3996,1965,256.83733333333333,1284.1866666666667
B200-SXM-192GB,half,1,4,55936,5,3996,1965,256.891,1284.4550000000002
B200-SXM-192GB,half,1,4,58112,4,3996,1965,256.936,1027.744
B200-SXM-192GB,half,1,4,60288,5,3996,1965,256.908,1284.54
B200-SXM-192GB,half,1,4,62464,6,3996,1965,256.88,1541.28
B200-SXM-192GB,half,1,4,64640,5,3996,1965,256.821,1284.105
B200-SXM-192GB,half,1,8,3,4,3996,1965,256.823,1027.292
B200-SXM-192GB,half,1,8,20,5,3996,1965,256.783,1283.915
B200-SXM-192GB,half,1,8,37,7,3996,1965,256.79266666666666,1797.5486666666666
B200-SXM-192GB,half,1,8,54,5,3996,1965,256.77,1283.85
B200-SXM-192GB,half,1,8,71,5,3996,1965,256.7875,1283.9375
B200-SXM-192GB,half,1,8,88,5,3996,1965,256.78333333333336,1283.9166666666667
B200-SXM-192GB,half,1,8,105,5,3996,1965,256.811,1284.0549999999998
B200-SXM-192GB,half,1,8,122,4,3996,1965,256.784,1027.136
B200-SXM-192GB,half,1,8,1536,5,3996,1965,256.8733333333333,1284.3666666666663
B200-SXM-192GB,half,1,8,3712,5,3996,1965,256.8623333333333,1284.3116666666665
B200-SXM-192GB,half,1,8,5888,6,3996,1965,256.8386666666667,1541.0320000000002
B200-SXM-192GB,half,1,8,8064,5,3996,1965,256.87966666666665,1284.3983333333333
B200-SXM-192GB,half,1,8,10240,6,3996,1965,256.8313333333333,1540.9879999999998
B200-SXM-192GB,half,1,8,12416,6,3996,1965,256.84450000000004,1541.0670000000002
B200-SXM-192GB,half,1,8,14592,6,3996,1965,256.877,1541.2620000000002
B200-SXM-192GB,half,1,8,16768,5,3996,1965,256.886,1284.43
B200-SXM-192GB,half,1,8,18944,6,3996,1965,256.907,1541.442
B200-SXM-192GB,half,1,8,21120,5,3996,1965,256.865,1284.325
B200-SXM-192GB,half,1,8,23296,5,3996,1965,256.842,1284.21
B200-SXM-192GB,half,1,8,25472,6,3996,1965,256.84066666666666,1541.044
B200-SXM-192GB,half,1,8,27648,6,3996,1965,256.7863333333333,1540.7179999999998
B200-SXM-192GB,half,1,8,29824,5,3996,1965,256.80333333333334,1284.0166666666669
B200-SXM-192GB,half,1,8,32000,6,3996,1965,256.805,1540.83
B200-SXM-192GB,half,1,8,34176,6,3996,1965,256.85533333333336,1541.132
B200-SXM-192GB,half,1,8,36352,5,3996,1965,256.87166666666667,1284.3583333333331
B200-SXM-192GB,half,1,8,38528,6,3996,1965,256.891,1541.346
B200-SXM-192GB,half,1,8,40704,5,3996,1965,256.918,1284.59
B200-SXM-192GB,half,1,8,42880,5,3996,1965,256.86833333333334,1284.3416666666667
B200-SXM-192GB,half,1,8,45056,5,3996,1965,256.818,1284.09
B200-SXM-192GB,half,1,8,47232,5,3996,1965,256.84450000000004,1284.2225000000003
B200-SXM-192GB,half,1,8,49408,5,3996,1965,256.8206666666667,1284.1033333333337
B200-SXM-192GB,half,1,8,51584,5,3996,1965,256.8096666666667,1284.0483333333336
B200-SXM-192GB,half,1,8,53760,5,3996,1965,256.835,1284.175
B200-SXM-192GB,half,1,8,55936,6,3996,1965,256.8016666666667,1540.81
B200-SXM-192GB,half,1,8,58112,7,3996,1965,256.77933333333334,1797.455333333333
B200-SXM-192GB,half,1,8,60288,6,3996,1965,256.7776666666667,1540.6660000000002
B200-SXM-192GB,half,1,8,62464,6,3996,1965,256.762,1540.572
B200-SXM-192GB,half,1,8,64640,6,3996,1965,256.814,1540.884
B200-SXM-192GB,half,1,16,3,4,3996,1965,256.7925,1027.17
B200-SXM-192GB,half,1,16,20,5,3996,1965,256.77250000000004,1283.8625000000002
B200-SXM-192GB,half,1,16,37,5,3996,1965,256.684,1283.4199999999998
B200-SXM-192GB,half,1,16,54,6,3996,1965,256.56600000000003,1539.3960000000002
B200-SXM-192GB,half,1,16,71,5,3996,1965,256.506,1282.5299999999995
B200-SXM-192GB,half,1,16,88,6,3996,1965,256.445,1538.67
B200-SXM-192GB,half,1,16,105,5,3996,1965,256.4216666666667,1282.1083333333331
B200-SXM-192GB,half,1,16,122,5,3996,1965,256.467,1282.335
B200-SXM-192GB,half,1,16,1536,5,3996,1965,256.4476666666667,1282.2383333333337
B200-SXM-192GB,half,1,16,3712,5,3996,1965,256.427,1282.1350000000002
B200-SXM-192GB,half,1,16,5888,5,3996,1965,256.44733333333335,1282.236666666667
B200-SXM-192GB,half,1,16,8064,6,3996,1965,256.43066666666664,1538.5839999999998
B200-SXM-192GB,half,1,16,10240,5,3996,1965,256.4356666666667,1282.1783333333335
B200-SXM-192GB,half,1,16,12416,5,3996,1965,256.451,1282.255
B200-SXM-192GB,half,1,16,14592,5,3996,1965,256.45233333333334,1282.2616666666668
B200-SXM-192GB,half,1,16,16768,6,3996,1965,256.45533333333333,1538.732
B200-SXM-192GB,half,1,16,18944,6,3996,1965,256.4465,1538.679
B200-SXM-192GB,half,1,16,21120,5,3996,1965,256.508,1282.54
B200-SXM-192GB,half,1,16,23296,5,3996,1965,256.571,1282.855
B200-SXM-192GB,half,1,16,25472,5,3996,1965,256.558,1282.79
B200-SXM-192GB,half,1,16,27648,5,3996,1965,256.558,1282.79
B200-SXM-192GB,half,1,16,29824,6,3996,1965,256.506,1539.0359999999998
B200-SXM-192GB,half,1,16,32000,6,3996,1965,256.439,1538.634
B200-SXM-192GB,half,1,16,34176,6,3996,1965,256.4,1538.4
B200-SXM-192GB,half,1,16,36352,6,3996,1965,256.427,1538.562
B200-SXM-192GB,half,1,16,38528,6,3996,1965,256.467,1538.802
B200-SXM-192GB,half,1,16,40704,5,3996,1965,256.49,1282.45
B200-SXM-192GB,half,1,16,42880,5,3996,1965,256.5653333333333,1282.8266666666664
B200-SXM-192GB,half,1,16,45056,5,3996,1965,256.61100000000005,1283.0550000000003
B200-SXM-192GB,half,1,16,47232,6,3996,1965,256.594,1539.564
B200-SXM-192GB,half,1,16,49408,5,3996,1965,256.6266666666667,1283.1333333333337
B200-SXM-192GB,half,1,16,51584,5,3996,1965,256.586,1282.93
B200-SXM-192GB,half,1,16,53760,5,3996,1965,256.537,1282.685
B200-SXM-192GB,half,1,16,55936,6,3996,1965,256.5505,1539.303
B200-SXM-192GB,half,1,16,58112,7,3996,1965,256.564,1795.948
B200-SXM-192GB,half,1,16,60288,6,3996,1965,256.52750000000003,1539.1650000000002
B200-SXM-192GB,half,1,16,62464,6,3996,1965,256.5853333333333,1539.512
B200-SXM-192GB,half,1,16,64640,6,3996,1965,256.632,1539.792
B200-SXM-192GB,half,1,32,3,4,3996,1965,256.55233333333337,1026.2093333333337
B200-SXM-192GB,half,1,32,20,5,3996,1965,256.5525,1282.7625
B200-SXM-192GB,half,1,32,37,5,3996,1965,256.47900000000004,1282.3950000000002
B200-SXM-192GB,half,1,32,54,5,3996,1965,256.4113333333333,1282.0566666666664
B200-SXM-192GB,half,1,32,71,5,3996,1965,256.384,1281.92
B200-SXM-192GB,half,1,32,88,6,3996,1965,256.3923333333333,1538.3539999999998
B200-SXM-192GB,half,1,32,105,7,3996,1965,256.4016666666667,1794.811666666667
B200-SXM-192GB,half,1,32,122,5,3996,1965,256.44,1282.2
B200-SXM-192GB,half,1,32,1536,5,3996,1965,256.44,1282.2
B200-SXM-192GB,half,1,32,3712,6,3996,1965,256.433,1538.598
B200-SXM-192GB,half,1,32,5888,5,3996,1965,256.4603333333334,1282.301666666667
B200-SXM-192GB,half,1,32,8064,6,3996,1965,256.43733333333336,1538.6240000000005
B200-SXM-192GB,half,1,32,10240,5,3996,1965,256.446,1282.2299999999998
B200-SXM-192GB,half,1,32,12416,6,3996,1965,256.52500000000003,1539.15
B200-SXM-192GB,half,1,32,14592,5,3996,1965,256.52400000000006,1282.6200000000003
B200-SXM-192GB,half,1,32,16768,5,3996,1965,256.524,1282.62
B200-SXM-192GB,half,1,32,18944,5,3996,1965,256.53,1282.65
B200-SXM-192GB,half,1,32,21120,6,3996,1965,256.478,1538.868
B200-SXM-192GB,half,1,32,23296,5,3996,1965,256.43233333333336,1282.1616666666669
B200-SXM-192GB,half,1,32,25472,5,3996,1965,256.452,1282.26
B200-SXM-192GB,half,1,32,27648,6,3996,1965,256.456,1538.736
B200-SXM-192GB,half,1,32,29824,5,3996,1965,256.4585,1282.2924999999998
B200-SXM-192GB,half,1,32,32000,5,3996,1965,256.474,1282.37
B200-SXM-192GB,half,1,32,34176,6,3996,1965,256.52833333333336,1539.17
B200-SXM-192GB,half,1,32,36352,5,3996,1965,256.5303333333333,1282.6516666666666
B200-SXM-192GB,half,1,32,38528,6,3996,1965,256.52233333333334,1539.134
B200-SXM-192GB,half,1,32,40704,6,3996,1965,256.55600000000004,1539.3360000000002
B200-SXM-192GB,half,1,32,42880,5,3996,1965,256.564,1282.8199999999997
B200-SXM-192GB,half,1,32,45056,6,3996,1965,256.53200000000004,1539.1920000000002
B200-SXM-192GB,half,1,32,47232,6,3996,1965,256.55833333333334,1539.35
B200-SXM-192GB,half,1,32,49408,5,3996,1965,256.639,1283.1950000000002
B200-SXM-192GB,half,1,32,51584,6,3996,1965,256.658,1539.948
B200-SXM-192GB,half,1,32,53760,6,3996,1965,256.683,1540.098
B200-SXM-192GB,half,1,32,55936,5,3996,1965,256.742,1283.71
B200-SXM-192GB,half,1,32,58112,7,3996,1965,256.676,1796.732
B200-SXM-192GB,half,1,32,60288,6,3996,1965,256.67400000000004,1540.0440000000003
B200-SXM-192GB,half,1,32,62464,6,3996,1965,256.61999999999995,1539.7199999999998
B200-SXM-192GB,half,1,32,64640,6,3996,1965,256.5905,1539.543
B200-SXM-192GB,half,1,64,3,5,3996,1965,256.6393333333333,1283.1966666666667
B200-SXM-192GB,half,1,64,20,5,3996,1965,256.573,1282.8649999999998
B200-SXM-192GB,half,1,64,37,5,3996,1965,256.555,1282.775
B200-SXM-192GB,half,1,64,54,5,3996,1965,256.5363333333333,1282.6816666666664
B200-SXM-192GB,half,1,64,71,5,3996,1965,256.4905,1282.4525
B200-SXM-192GB,half,1,64,88,5,3996,1965,256.464,1282.32
B200-SXM-192GB,half,1,64,105,5,3996,1965,256.4595,1282.2975
B200-SXM-192GB,half,1,64,122,4,3996,1965,256.4135,1025.654
B200-SXM-192GB,half,1,64,1536,6,3996,1965,256.4053333333333,1538.4319999999998
B200-SXM-192GB,half,1,64,3712,5,3996,1965,256.453,1282.265
B200-SXM-192GB,half,1,64,5888,5,3996,1965,256.521,1282.6049999999998
B200-SXM-192GB,half,1,64,8064,5,3996,1965,256.547,1282.735
B200-SXM-192GB,half,1,64,10240,5,3996,1965,256.5743333333333,1282.8716666666664
B200-SXM-192GB,half,1,64,12416,6,3996,1965,256.5673333333333,1539.404
B200-SXM-192GB,half,1,64,14592,5,3996,1965,256.515,1282.5749999999998
B200-SXM-192GB,half,1,64,16768,5,3996,1965,256.50933333333336,1282.5466666666669
B200-SXM-192GB,half,1,64,18944,5,3996,1965,256.515,1282.5749999999998
B200-SXM-192GB,half,1,64,21120,5,3996,1965,256.505,1282.525
B200-SXM-192GB,half,1,64,23296,5,3996,1965,256.505,1282.525
B200-SXM-192GB,half,1,64,25472,6,3996,1965,256.531,1539.186
B200-SXM-192GB,half,1,64,27648,5,3996,1965,256.616,1283.08
B200-SXM-192GB,half,1,64,29824,6,3996,1965,256.61400000000003,1539.6840000000002
B200-SXM-192GB,half,1,64,32000,6,3996,1965,256.6175,1539.705
B200-SXM-192GB,half,1,64,34176,5,3996,1965,256.711,1283.555
B200-SXM-192GB,half,1,64,36352,5,3996,1965,256.677,1283.3850000000002
B200-SXM-192GB,half,1,64,38528,6,3996,1965,256.653,1539.918
B200-SXM-192GB,half,1,64,40704,6,3996,1965,256.749,1540.494
B200-SXM-192GB,half,1,64,42880,5,3996,1965,256.797,1283.985
B200-SXM-192GB,half,1,64,45056,6,3996,1965,256.695,1540.17
B200-SXM-192GB,half,1,64,47232,5,3996,1965,256.686,1283.4299999999998
B200-SXM-192GB,half,1,64,49408,5,3996,1965,256.65566666666666,1283.2783333333332
B200-SXM-192GB,half,1,64,51584,5,3996,1965,256.6426666666666,1283.2133333333331
B200-SXM-192GB,half,1,64,53760,5,3996,1965,256.689,1283.4450000000002
B200-SXM-192GB,half,1,64,55936,5,3996,1965,256.727,1283.6349999999998
B200-SXM-192GB,half,1,64,58112,7,3996,1965,256.7323333333334,1797.1263333333336
B200-SXM-192GB,half,1,64,60288,6,3996,1965,256.80466666666666,1540.828
B200-SXM-192GB,half,1,64,62464,6,3996,1965,256.705,1540.23
B200-SXM-192GB,half,1,64,64640,7,3996,1965,256.7706666666666,1797.3946666666664
