gpu,dtype,m,k,n,time(us),mem_clk_freq,graph_clk_freq,avg_power(W),avg_energy(uJ)
B200-SXM-192GB,half,1,1,16,4,3996,1965,222.9475,891.79
B200-SXM-192GB,half,1,1,33,4,3996,1965,237.80166666666665,951.2066666666666
B200-SXM-192GB,half,1,1,50,5,3996,1965,248.905,1244.525
B200-SXM-192GB,half,1,1,67,4,3996,1965,251.62133333333333,1006.4853333333334
B200-SXM-192GB,half,1,1,84,4,3996,1965,251.622,1006.488
B200-SXM-192GB,half,1,1,101,4,3996,1965,251.593,1006.372
B200-SXM-192GB,half,1,1,118,4,3996,1965,251.61866666666663,1006.4746666666666
B200-SXM-192GB,half,1,1,1024,4,3996,1965,251.664,1006.656
B200-SXM-192GB,half,1,1,3200,4,3996,1965,251.711,1006.844
B200-SXM-192GB,half,1,1,5376,4,3996,1965,251.753,1007.012
B200-SXM-192GB,half,1,1,7552,5,3996,1965,251.774,1258.87
B200-SXM-192GB,half,1,1,9728,4,3996,1965,251.78,1007.12
B200-SXM-192GB,half,1,1,11904,4,3996,1965,251.831,1007.324
B200-SXM-192GB,half,1,1,14080,4,3996,1965,251.89666666666668,1007.5866666666668
B200-SXM-192GB,half,1,1,16256,4,3996,1965,251.9103333333333,1007.6413333333334
B200-SXM-192GB,half,1,1,18432,4,3996,1965,251.9,1007.6
B200-SXM-192GB,half,1,1,20608,4,3996,1965,251.86766666666668,1007.4706666666668
B200-SXM-192GB,half,1,1,22784,4,3996,1965,251.902,1007.608
B200-SXM-192GB,half,1,1,24960,5,3996,1965,251.979,1259.895
B200-SXM-192GB,half,1,1,27136,4,3996,1965,252.0305,1008.122
B200-SXM-192GB,half,1,1,29312,4,3996,1965,252.0525,1008.21
B200-SXM-192GB,half,1,1,31488,4,3996,1965,252.0665,1008.266
B200-SXM-192GB,half,1,1,33664,4,3996,1965,252.1003333333333,1008.4013333333332
B200-SXM-192GB,half,1,1,35840,4,3996,1965,252.16366666666667,1008.6546666666668
B200-SXM-192GB,half,1,1,38016,4,3996,1965,252.196,1008.784
B200-SXM-192GB,half,1,1,40192,5,3996,1965,252.21166666666667,1261.0583333333334
B200-SXM-192GB,half,1,1,42368,4,3996,1965,252.1425,1008.57
B200-SXM-192GB,half,1,1,44544,4,3996,1965,252.142,1008.568
B200-SXM-192GB,half,1,1,46720,4,3996,1965,252.195,1008.78
B200-SXM-192GB,half,1,1,48896,4,3996,1965,252.255,1009.02
B200-SXM-192GB,half,1,1,51072,6,3996,1965,252.2425,1513.455
B200-SXM-192GB,half,1,1,53248,4,3996,1965,252.2625,1009.05
B200-SXM-192GB,half,1,1,55424,4,3996,1965,252.2735,1009.094
B200-SXM-192GB,half,1,1,57600,4,3996,1965,252.2893333333333,1009.1573333333332
B200-SXM-192GB,half,1,1,59776,4,3996,1965,252.345,1009.38
B200-SXM-192GB,half,1,1,61952,5,3996,1965,252.434,1262.17
B200-SXM-192GB,half,1,1,64128,4,3996,1965,252.425,1009.7
B200-SXM-192GB,half,1,2,16,4,3996,1965,252.46733333333336,1009.8693333333334
B200-SXM-192GB,half,1,2,33,4,3996,1965,252.522,1010.088
B200-SXM-192GB,half,1,2,50,4,3996,1965,252.47566666666668,1009.9026666666668
B200-SXM-192GB,half,1,2,67,5,3996,1965,252.447,1262.235
B200-SXM-192GB,half,1,2,84,4,3996,1965,252.3563333333333,1009.4253333333332
B200-SXM-192GB,half,1,2,101,4,3996,1965,252.31033333333332,1009.2413333333334
B200-SXM-192GB,half,1,2,118,4,3996,1965,252.369,1009.476
B200-SXM-192GB,half,1,2,1024,4,3996,1965,252.407,1009.628
B200-SXM-192GB,half,1,2,3200,4,3996,1965,252.446,1009.784
B200-SXM-192GB,half,1,2,5376,4,3996,1965,252.4525,1009.81
B200-SXM-192GB,half,1,2,7552,5,3996,1965,252.48033333333333,1262.4016666666666
B200-SXM-192GB,half,1,2,9728,4,3996,1965,252.51,1010.04
B200-SXM-192GB,half,1,2,11904,4,3996,1965,252.5403333333333,1010.1613333333332
B200-SXM-192GB,half,1,2,14080,4,3996,1965,252.5695,1010.278
B200-SXM-192GB,half,1,2,16256,4,3996,1965,252.554,1010.216
B200-SXM-192GB,half,1,2,18432,4,3996,1965,252.573,1010.292
B200-SXM-192GB,half,1,2,20608,4,3996,1965,252.5935,1010.374
B200-SXM-192GB,half,1,2,22784,4,3996,1965,252.628,1010.512
B200-SXM-192GB,half,1,2,24960,4,3996,1965,252.6383333333333,1010.5533333333332
B200-SXM-192GB,half,1,2,27136,4,3996,1965,252.63,1010.52
B200-SXM-192GB,half,1,2,29312,4,3996,1965,252.613,1010.452
B200-SXM-192GB,half,1,2,31488,4,3996,1965,252.6733333333333,1010.6933333333332
B200-SXM-192GB,half,1,2,33664,5,3996,1965,252.7335,1263.6675
B200-SXM-192GB,half,1,2,35840,4,3996,1965,252.754,1011.016
B200-SXM-192GB,half,1,2,38016,4,3996,1965,252.7603333333333,1011.0413333333332
B200-SXM-192GB,half,1,2,40192,5,3996,1965,252.70733333333337,1263.5366666666669
B200-SXM-192GB,half,1,2,42368,4,3996,1965,252.747,1010.988
B200-SXM-192GB,half,1,2,44544,4,3996,1965,252.8145,1011.258
B200-SXM-192GB,half,1,2,46720,4,3996,1965,252.90866666666668,1011.6346666666668
B200-SXM-192GB,half,1,2,48896,4,3996,1965,252.93266666666668,1011.7306666666668
B200-SXM-192GB,half,1,2,51072,4,3996,1965,252.9495,1011.798
B200-SXM-192GB,half,1,2,53248,4,3996,1965,252.988,1011.952
B200-SXM-192GB,half,1,2,55424,4,3996,1965,252.99,1011.96
B200-SXM-192GB,half,1,2,57600,5,3996,1965,253.01366666666664,1265.0683333333332
B200-SXM-192GB,half,1,2,59776,4,3996,1965,253.002,1012.008
B200-SXM-192GB,half,1,2,61952,4,3996,1965,252.9835,1011.934
B200-SXM-192GB,half,1,2,64128,4,3996,1965,253.047,1012.188
B200-SXM-192GB,half,1,4,16,4,3996,1965,253.05733333333333,1012.2293333333332
B200-SXM-192GB,half,1,4,33,4,3996,1965,253.09,1012.36
B200-SXM-192GB,half,1,4,50,4,3996,1965,253.065,1012.26
B200-SXM-192GB,half,1,4,67,4,3996,1965,253.0195,1012.078
B200-SXM-192GB,half,1,4,84,4,3996,1965,253.0075,1012.03
B200-SXM-192GB,half,1,4,101,4,3996,1965,253.0325,1012.13
B200-SXM-192GB,half,1,4,118,4,3996,1965,253.0465,1012.186
B200-SXM-192GB,half,1,4,1024,4,3996,1965,253.039,1012.156
B200-SXM-192GB,half,1,4,3200,4,3996,1965,253.001,1012.004
B200-SXM-192GB,half,1,4,5376,4,3996,1965,253.0335,1012.134
B200-SXM-192GB,half,1,4,7552,4,3996,1965,253.10733333333332,1012.4293333333334
B200-SXM-192GB,half,1,4,9728,4,3996,1965,253.14166666666665,1012.5666666666666
B200-SXM-192GB,half,1,4,11904,4,3996,1965,253.205,1012.82
B200-SXM-192GB,half,1,4,14080,4,3996,1965,253.26433333333333,1013.0573333333332
B200-SXM-192GB,half,1,4,16256,4,3996,1965,253.3066666666667,1013.2266666666668
B200-SXM-192GB,half,1,4,18432,4,3996,1965,253.345,1013.38
B200-SXM-192GB,half,1,4,20608,4,3996,1965,253.34233333333336,1013.3693333333334
B200-SXM-192GB,half,1,4,22784,4,3996,1965,253.318,1013.272
B200-SXM-192GB,half,1,4,24960,4,3996,1965,253.226,1012.904
B200-SXM-192GB,half,1,4,27136,4,3996,1965,253.2973333333333,1013.1893333333334
B200-SXM-192GB,half,1,4,29312,4,3996,1965,253.336,1013.344
B200-SXM-192GB,half,1,4,31488,4,3996,1965,253.375,1013.5
B200-SXM-192GB,half,1,4,33664,4,3996,1965,253.357,1013.428
B200-SXM-192GB,half,1,4,35840,4,3996,1965,253.3163333333333,1013.2653333333332
B200-SXM-192GB,half,1,4,38016,4,3996,1965,253.294,1013.176
B200-SXM-192GB,half,1,4,40192,4,3996,1965,253.3143333333333,1013.2573333333332
B200-SXM-192GB,half,1,4,42368,5,3996,1965,253.3335,1266.6675
B200-SXM-192GB,half,1,4,44544,4,3996,1965,253.3405,1013.362
B200-SXM-192GB,half,1,4,46720,4,3996,1965,253.289,1013.156
B200-SXM-192GB,half,1,4,48896,4,3996,1965,253.319,1013.276
B200-SXM-192GB,half,1,4,51072,4,3996,1965,253.376,1013.504
B200-SXM-192GB,half,1,4,53248,4,3996,1965,253.48333333333332,1013.9333333333334
B200-SXM-192GB,half,1,4,55424,4,3996,1965,253.5076666666667,1014.0306666666668
B200-SXM-192GB,half,1,4,57600,4,3996,1965,253.509,1014.036
B200-SXM-192GB,half,1,4,59776,4,3996,1965,253.50066666666663,1014.0026666666666
B200-SXM-192GB,half,1,4,61952,4,3996,1965,253.53366666666668,1014.1346666666668
B200-SXM-192GB,half,1,4,64128,4,3996,1965,253.649,1014.596
B200-SXM-192GB,half,1,8,16,5,3996,1965,253.73333333333332,1268.6666666666667
B200-SXM-192GB,half,1,8,33,4,3996,1965,253.674,1014.696
B200-SXM-192GB,half,1,8,50,4,3996,1965,253.646,1014.584
B200-SXM-192GB,half,1,8,67,4,3996,1965,253.638,1014.552
