gpu,dtype,m,k,n,time(us),mem_clk_freq,graph_clk_freq,avg_power(W),avg_energy(uJ)
B200-SXM-192GB,half,1,1,2,9,3996,1965,175.66033333333334,1580.943
B200-SXM-192GB,half,1,1,19,10,3996,1965,188.324,1883.24
B200-SXM-192GB,half,1,1,36,11,3996,1965,193.73433333333327,2131.0776666666666
B200-SXM-192GB,half,1,1,53,12,3996,1965,193.7495,2324.994
B200-SXM-192GB,half,1,1,70,9,3996,1965,193.72300000000004,1743.5070000000003
B200-SXM-192GB,half,1,1,87,9,3996,1965,193.7525,1743.7725
B200-SXM-192GB,half,1,1,104,10,3996,1965,193.742,1937.42
B200-SXM-192GB,half,1,1,121,9,3996,1965,193.75266666666667,1743.774
B200-SXM-192GB,half,1,1,1408,8,3996,1965,193.774,1550.192
B200-SXM-192GB,half,1,1,3584,9,3996,1965,193.7895,1744.1055
B200-SXM-192GB,half,1,1,5760,11,3996,1965,193.80666666666664,2131.873333333333
B200-SXM-192GB,half,1,1,7936,9,3996,1965,193.79933333333332,1744.1940000000002
B200-SXM-192GB,half,1,1,10112,10,3996,1965,193.784,1937.84
B200-SXM-192GB,half,1,1,12288,9,3996,1965,193.7746666666667,1743.9720000000002
B200-SXM-192GB,half,1,1,14464,10,3996,1965,193.778,1937.78
B200-SXM-192GB,half,1,1,16640,11,3996,1965,193.7873333333333,2131.6606666666667
B200-SXM-192GB,half,1,1,18816,14,3996,1965,193.843,2713.802
B200-SXM-192GB,half,1,1,20992,20,3996,1965,193.87833333333333,3877.5666666666666
B200-SXM-192GB,half,1,1,23168,11,3996,1965,193.882,2132.702
B200-SXM-192GB,half,1,1,25344,11,3996,1965,193.924,2133.164
B200-SXM-192GB,half,1,1,27520,9,3996,1965,193.94966666666667,1745.547
B200-SXM-192GB,half,1,1,29696,9,3996,1965,193.912,1745.208
B200-SXM-192GB,half,1,1,31872,10,3996,1965,193.902,1939.02
B200-SXM-192GB,half,1,1,34048,9,3996,1965,193.9273333333333,1745.3459999999998
B200-SXM-192GB,half,1,1,36224,10,3996,1965,193.911,1939.11
B200-SXM-192GB,half,1,1,38400,8,3996,1965,193.956,1551.648
B200-SXM-192GB,half,1,1,40576,10,3996,1965,193.973,1939.73
B200-SXM-192GB,half,1,1,42752,11,3996,1965,193.9735,2133.7085
B200-SXM-192GB,half,1,1,44928,13,3996,1965,194.00733333333332,2522.0953333333337
B200-SXM-192GB,half,1,1,47104,11,3996,1965,193.9693333333333,2133.6626666666666
B200-SXM-192GB,half,1,1,49280,13,3996,1965,194.031,2522.403
B200-SXM-192GB,half,1,1,51456,10,3996,1965,194.0335,1940.335
B200-SXM-192GB,half,1,1,53632,11,3996,1965,194.009,2134.099
B200-SXM-192GB,half,1,1,55808,9,3996,1965,194.027,1746.2429999999997
B200-SXM-192GB,half,1,1,57984,13,3996,1965,194.02133333333336,2522.277333333333
B200-SXM-192GB,half,1,1,60160,14,3996,1965,194.033,2716.462
B200-SXM-192GB,half,1,1,62336,11,3996,1965,194.046,2134.506
B200-SXM-192GB,half,1,1,64512,9,3996,1965,194.089,1746.801
B200-SXM-192GB,half,1,2,2,8,3996,1965,194.00866666666664,1552.0693333333331
B200-SXM-192GB,half,1,2,19,10,3996,1965,194.01533333333336,1940.1533333333336
B200-SXM-192GB,half,1,2,36,9,3996,1965,193.961,1745.649
B200-SXM-192GB,half,1,2,53,9,3996,1965,193.915,1745.235
B200-SXM-192GB,half,1,2,70,8,3996,1965,193.89466666666667,1551.157333333333
B200-SXM-192GB,half,1,2,87,15,3996,1965,193.878,2908.17
B200-SXM-192GB,half,1,2,104,10,3996,1965,193.909,1939.09
B200-SXM-192GB,half,1,2,121,8,3996,1965,193.932,1551.456
B200-SXM-192GB,half,1,2,1408,8,3996,1965,193.955,1551.64
B200-SXM-192GB,half,1,2,3584,8,3996,1965,193.9523333333333,1551.6186666666665
B200-SXM-192GB,half,1,2,5760,9,3996,1965,193.954,1745.5859999999998
B200-SXM-192GB,half,1,2,7936,11,3996,1965,193.9453333333333,2133.398666666667
B200-SXM-192GB,half,1,2,10112,9,3996,1965,193.92,1745.28
B200-SXM-192GB,half,1,2,12288,8,3996,1965,193.975,1551.8
B200-SXM-192GB,half,1,2,14464,10,3996,1965,193.989,1939.89
B200-SXM-192GB,half,1,2,16640,10,3996,1965,194.008,1940.08
B200-SXM-192GB,half,1,2,18816,10,3996,1965,194.01,1940.1
B200-SXM-192GB,half,1,2,20992,10,3996,1965,193.9885,1939.885
B200-SXM-192GB,half,1,2,23168,12,3996,1965,194.0245,2328.294
B200-SXM-192GB,half,1,2,25344,8,3996,1965,194.0463333333333,1552.3706666666667
B200-SXM-192GB,half,1,2,27520,19,3996,1965,194.07066666666665,3687.3426666666655
B200-SXM-192GB,half,1,2,29696,10,3996,1965,194.028,1940.28
B200-SXM-192GB,half,1,2,31872,8,3996,1965,194.05,1552.4
B200-SXM-192GB,half,1,2,34048,11,3996,1965,193.982,2133.802
B200-SXM-192GB,half,1,2,36224,8,3996,1965,194.033,1552.264
B200-SXM-192GB,half,1,2,38400,13,3996,1965,194.041,2522.533
B200-SXM-192GB,half,1,2,40576,8,3996,1965,194.117,1552.936
B200-SXM-192GB,half,1,2,42752,8,3996,1965,194.094,1552.752
B200-SXM-192GB,half,1,2,44928,8,3996,1965,194.1185,1552.948
B200-SXM-192GB,half,1,2,47104,8,3996,1965,194.115,1552.92
B200-SXM-192GB,half,1,2,49280,10,3996,1965,194.078,1940.78
B200-SXM-192GB,half,1,2,51456,11,3996,1965,194.096,2135.056
B200-SXM-192GB,half,1,2,53632,8,3996,1965,194.1543333333333,1553.2346666666665
B200-SXM-192GB,half,1,2,55808,9,3996,1965,194.19000000000003,1747.7100000000005
B200-SXM-192GB,half,1,2,57984,18,3996,1965,194.2205,3495.969
B200-SXM-192GB,half,1,2,60160,9,3996,1965,194.20666666666668,1747.86
B200-SXM-192GB,half,1,2,62336,8,3996,1965,194.186,1553.488
B200-SXM-192GB,half,1,2,64512,10,3996,1965,194.21833333333333,1942.1833333333332
B200-SXM-192GB,half,1,4,2,9,3996,1965,194.1726666666667,1747.554
B200-SXM-192GB,half,1,4,19,9,3996,1965,194.1825,1747.6425
B200-SXM-192GB,half,1,4,36,11,3996,1965,194.1795,2135.9745000000003
B200-SXM-192GB,half,1,4,53,17,3996,1965,194.1683333333333,3300.8616666666667
B200-SXM-192GB,half,1,4,70,8,3996,1965,194.19866666666667,1553.5893333333331
B200-SXM-192GB,half,1,4,87,16,3996,1965,194.201,3107.216
B200-SXM-192GB,half,1,4,104,10,3996,1965,194.167,1941.67
