gpu,dtype,m,k,n,time(us),mem_clk_freq,graph_clk_freq,avg_power(W),avg_energy(uJ)
B200-SXM-192GB,half,1,1,1,8,3996,1965,171.529,1372.232
B200-SXM-192GB,half,1,1,18,8,3996,1965,191.827,1534.616
B200-SXM-192GB,half,1,1,35,9,3996,1965,201.865,1816.785
B200-SXM-192GB,half,1,1,52,13,3996,1965,203.525,2645.8250000000003
B200-SXM-192GB,half,1,1,69,10,3996,1965,203.523,2035.23
B200-SXM-192GB,half,1,1,86,9,3996,1965,203.5165,1831.6485
B200-SXM-192GB,half,1,1,103,9,3996,1965,203.48633333333336,1831.377
B200-SXM-192GB,half,1,1,120,11,3996,1965,203.48933333333332,2238.382666666667
B200-SXM-192GB,half,1,1,1280,10,3996,1965,203.484,2034.84
B200-SXM-192GB,half,1,1,3456,8,3996,1965,203.465,1627.72
B200-SXM-192GB,half,1,1,5632,8,3996,1965,203.48900000000003,1627.9120000000005
B200-SXM-192GB,half,1,1,7808,10,3996,1965,203.49,2034.9
B200-SXM-192GB,half,1,1,9984,10,3996,1965,203.49,2034.9
B200-SXM-192GB,half,1,1,12160,9,3996,1965,203.575,1832.175
B200-SXM-192GB,half,1,1,14336,9,3996,1965,203.59066666666664,1832.316
B200-SXM-192GB,half,1,1,16512,12,3996,1965,203.5985,2443.182
B200-SXM-192GB,half,1,1,18688,8,3996,1965,203.605,1628.84
B200-SXM-192GB,half,1,1,20864,17,3996,1965,203.6003333333333,3461.2056666666667
B200-SXM-192GB,half,1,1,23040,10,3996,1965,203.6155,2036.155
B200-SXM-192GB,half,1,1,25216,9,3996,1965,203.646,1832.814
B200-SXM-192GB,half,1,1,27392,13,3996,1965,203.6266666666667,2647.1466666666665
B200-SXM-192GB,half,1,1,29568,9,3996,1965,203.6455,1832.8095
B200-SXM-192GB,half,1,1,31744,11,3996,1965,203.65133333333333,2240.1646666666666
B200-SXM-192GB,half,1,1,33920,8,3996,1965,203.667,1629.336
B200-SXM-192GB,half,1,1,36096,8,3996,1965,203.693,1629.544
B200-SXM-192GB,half,1,1,38272,10,3996,1965,203.71166666666667,2037.1166666666668
B200-SXM-192GB,half,1,1,40448,8,3996,1965,203.73,1629.84
B200-SXM-192GB,half,1,1,42624,8,3996,1965,203.75,1630.0
B200-SXM-192GB,half,1,1,44800,9,3996,1965,203.74,1833.66
B200-SXM-192GB,half,1,1,46976,13,3996,1965,203.742,2648.646
B200-SXM-192GB,half,1,1,49152,9,3996,1965,203.759,1833.831
B200-SXM-192GB,half,1,1,51328,9,3996,1965,203.781,1834.029
B200-SXM-192GB,half,1,1,53504,8,3996,1965,203.7805,1630.244
B200-SXM-192GB,half,1,1,55680,9,3996,1965,203.787,1834.083
B200-SXM-192GB,half,1,1,57856,10,3996,1965,203.7995,2037.9950000000003
B200-SXM-192GB,half,1,1,60032,9,3996,1965,203.768,1833.912
B200-SXM-192GB,half,1,1,62208,9,3996,1965,203.74166666666667,1833.675
B200-SXM-192GB,half,1,1,64384,10,3996,1965,203.75,2037.5
B200-SXM-192GB,half,1,2,1,8,3996,1965,203.738,1629.9039999999998
B200-SXM-192GB,half,1,2,18,10,3996,1965,203.7543333333333,2037.543333333333
B200-SXM-192GB,half,1,2,35,10,3996,1965,203.714,2037.14
B200-SXM-192GB,half,1,2,52,11,3996,1965,203.701,2240.711
B200-SXM-192GB,half,1,2,69,9,3996,1965,203.66933333333336,1833.024
B200-SXM-192GB,half,1,2,86,8,3996,1965,203.68666666666664,1629.493333333333
B200-SXM-192GB,half,1,2,103,10,3996,1965,203.67166666666665,2036.7166666666665
B200-SXM-192GB,half,1,2,120,7,3996,1965,203.6895,1425.8265
B200-SXM-192GB,half,1,2,1280,11,3996,1965,203.70966666666664,2240.806333333333
B200-SXM-192GB,half,1,2,3456,10,3996,1965,203.69766666666663,2036.9766666666667
B200-SXM-192GB,half,1,2,5632,8,3996,1965,203.717,1629.736
B200-SXM-192GB,half,1,2,7808,14,3996,1965,203.714,2851.996
B200-SXM-192GB,half,1,2,9984,14,3996,1965,203.727,2852.178
B200-SXM-192GB,half,1,2,12160,9,3996,1965,203.756,1833.804
B200-SXM-192GB,half,1,2,14336,9,3996,1965,203.73,1833.57
B200-SXM-192GB,half,1,2,16512,26,3996,1965,203.755,5297.63
B200-SXM-192GB,half,1,2,18688,9,3996,1965,203.74733333333333,1833.726
B200-SXM-192GB,half,1,2,20864,9,3996,1965,203.742,1833.678
B200-SXM-192GB,half,1,2,23040,8,3996,1965,203.7475,1629.98
B200-SXM-192GB,half,1,2,25216,10,3996,1965,203.76766666666663,2037.6766666666665
B200-SXM-192GB,half,1,2,27392,14,3996,1965,203.75966666666667,2852.6353333333336
B200-SXM-192GB,half,1,2,29568,10,3996,1965,203.734,2037.34
B200-SXM-192GB,half,1,2,31744,11,3996,1965,203.754,2241.294
B200-SXM-192GB,half,1,2,33920,11,3996,1965,203.759,2241.349
B200-SXM-192GB,half,1,2,36096,8,3996,1965,203.78,1630.24
B200-SXM-192GB,half,1,2,38272,8,3996,1965,203.781,1630.248
B200-SXM-192GB,half,1,2,40448,11,3996,1965,203.793,2241.723
B200-SXM-192GB,half,1,2,42624,10,3996,1965,203.8023333333333,2038.0233333333333
