gpu,dtype,variant,num_heads,num_heads_kv,head_size,batch_size,seq_len,window_left,window_right,causal,time(us),mem_clk_freq,graph_clk_freq,avg_power(W),avg_energy(uJ)
B200-SXM-192GB,bfloat16,gqa,64,16,128,64,128,-1,-1,1,142,3996,1965,468.033,66460.686
B200-SXM-192GB,bfloat16,gqa,64,32,128,64,128,-1,-1,1,143,3996,1965,468.033,66928.719
B200-SXM-192GB,bfloat16,gqa,64,4,128,64,256,-1,-1,1,399,3996,1965,435.991,173960.40899999999
B200-SXM-192GB,bfloat16,gqa,64,8,128,64,256,-1,-1,1,399,3996,1965,435.991,173960.40899999999
B200-SXM-192GB,bfloat16,gqa,64,16,128,64,256,-1,-1,1,399,3996,1965,393.589,157042.011
B200-SXM-192GB,bfloat16,gqa,64,32,128,64,256,-1,-1,1,398,3996,1965,381.452,151817.896
B200-SXM-192GB,bfloat16,gqa,64,4,128,64,512,-1,-1,1,1050,3996,1965,409.5073333333333,429982.69999999995
B200-SXM-192GB,bfloat16,gqa,64,8,128,64,512,-1,-1,1,1049,3996,1965,484.0226666666667,507739.77733333333
B200-SXM-192GB,bfloat16,gqa,64,16,128,64,512,-1,-1,1,1049,3996,1965,525.3013333333333,551041.0986666667
B200-SXM-192GB,bfloat16,gqa,64,32,128,64,512,-1,-1,1,1050,3996,1965,610.8436666666666,641385.85
B200-SXM-192GB,bfloat16,gqa,64,4,128,64,1024,-1,-1,1,3222,3996,1965,664.51,2141051.2199999997
B200-SXM-192GB,bfloat16,gqa,64,8,128,64,1024,-1,-1,1,3222,3996,1965,737.75375,2377042.5825
B200-SXM-192GB,bfloat16,gqa,64,16,128,64,1024,-1,-1,1,3224,3996,1965,766.73875,2471965.73
B200-SXM-192GB,bfloat16,gqa,64,32,128,64,1024,-1,-1,1,3225,3996,1965,824.701,2659660.725
B200-SXM-192GB,bfloat16,gqa,64,4,128,128,16,-1,-1,1,145,3996,1965,866.799,125685.855
B200-SXM-192GB,bfloat16,gqa,64,8,128,128,16,-1,-1,1,147,3996,1965,866.799,127419.453
B200-SXM-192GB,bfloat16,gqa,64,16,128,128,16,-1,-1,1,151,3996,1965,837.852,126515.652
B200-SXM-192GB,bfloat16,gqa,64,32,128,128,16,-1,-1,1,151,3996,1965,837.852,126515.652
