gpu,dtype,variant,num_heads,num_heads_kv,head_size,batch_size,seq_len,window_left,window_right,causal,time(us),mem_clk_freq,graph_clk_freq,avg_power(W),avg_energy(uJ)
H100-SXM-80GB,bfloat16,gqa,64,32,128,8,32,-1,-1,1,58,2619,1980,204.741,11874.978000000001
H100-SXM-80GB,bfloat16,gqa,64,4,128,8,64,-1,-1,1,63,2619,1980,202.46,12754.980000000001
H100-SXM-80GB,bfloat16,gqa,64,8,128,8,64,-1,-1,1,61,2619,1980,202.46,12350.060000000001
H100-SXM-80GB,bfloat16,gqa,64,16,128,8,64,-1,-1,1,66,2619,1980,199.936,13195.776
H100-SXM-80GB,bfloat16,gqa,64,32,128,8,64,-1,-1,1,61,2619,1980,199.936,12196.096
H100-SXM-80GB,bfloat16,gqa,64,4,128,8,128,-1,-1,1,64,2619,1980,197.206,12621.184
H100-SXM-80GB,bfloat16,gqa,64,8,128,8,128,-1,-1,1,60,2619,1980,194.727,11683.62
H100-SXM-80GB,bfloat16,gqa,64,16,128,8,128,-1,-1,1,61,2619,1980,194.727,11878.347
H100-SXM-80GB,bfloat16,gqa,64,32,128,8,128,-1,-1,1,60,2619,1980,194.047,11642.82
H100-SXM-80GB,bfloat16,gqa,64,4,128,8,256,-1,-1,1,76,2619,1980,194.047,14747.572
H100-SXM-80GB,bfloat16,gqa,64,8,128,8,256,-1,-1,1,75,2619,1980,193.872,14540.400000000001
H100-SXM-80GB,bfloat16,gqa,64,16,128,8,256,-1,-1,1,78,2619,1980,193.872,15122.016000000001
H100-SXM-80GB,bfloat16,gqa,64,32,128,8,256,-1,-1,1,77,2619,1980,198.172,15259.244
H100-SXM-80GB,bfloat16,gqa,64,4,128,8,512,-1,-1,1,168,2619,1980,203.859,34248.312
H100-SXM-80GB,bfloat16,gqa,64,8,128,8,512,-1,-1,1,197,2619,1980,203.859,40160.223
H100-SXM-80GB,bfloat16,gqa,64,16,128,8,512,-1,-1,1,192,2619,1980,215.432,41362.943999999996
H100-SXM-80GB,bfloat16,gqa,64,32,128,8,512,-1,-1,1,775,2619,1980,216.724,167961.1
H100-SXM-80GB,bfloat16,gqa,64,4,128,8,1024,-1,-1,1,2348,2619,1980,213.78760000000003,501973.2848000001
H100-SXM-80GB,bfloat16,gqa,64,8,128,8,1024,-1,-1,1,600,2619,1980,209.237,125542.2
H100-SXM-80GB,bfloat16,gqa,64,16,128,8,1024,-1,-1,1,755,2619,1980,221.8955,167531.1025
H100-SXM-80GB,bfloat16,gqa,64,32,128,8,1024,-1,-1,1,763,2619,1980,246.6475,188192.0425
H100-SXM-80GB,bfloat16,gqa,64,4,128,8,2048,-1,-1,1,3432,2619,1980,285.9282857142857,981305.8765714286
H100-SXM-80GB,bfloat16,gqa,64,8,128,8,2048,-1,-1,1,4026,2619,1980,320.759,1291375.7340000002
H100-SXM-80GB,bfloat16,gqa,64,16,128,8,2048,-1,-1,1,5285,2619,1980,322.8821818181818,1706432.3309090906
H100-SXM-80GB,bfloat16,gqa,64,32,128,8,2048,-1,-1,1,6909,2619,1980,228.93628571428573,1581720.7980000002
H100-SXM-80GB,bfloat16,gqa,64,4,128,8,4096,-1,-1,1,23775,2619,1980,189.0195,4493938.6125
H100-SXM-80GB,bfloat16,gqa,64,8,128,8,4096,-1,-1,1,21637,2619,1980,180.8435,3912910.8095
H100-SXM-80GB,bfloat16,gqa,64,16,128,8,4096,-1,-1,1,20639,2619,1980,187.697,3873878.383
H100-SXM-80GB,bfloat16,gqa,64,32,128,8,4096,-1,-1,1,20452,2619,1980,197.60475,4041412.347
H100-SXM-80GB,bfloat16,gqa,64,4,128,8,6144,-1,-1,1,39679,2619,1980,206.62675000000002,8198742.813250001
H100-SXM-80GB,bfloat16,gqa,64,8,128,8,6144,-1,-1,1,37680,2619,1980,214.8245,8094587.16
